編號,車號,進廠日期,進廠時間,出廠日期,出廠時間,客戶,品名,料號,重量,總重,過磅員,序號,過磅方式,卡號,進貨
60569,KEG-3096,20250224,130413,20250224,130812,桃園區中隊,,桃園中隊(廢傢俱),4480,5080,八德區清潔隊,50,,,-1
60570,720-S3,20250224,130325,20250224,132221,達清,,非允收物,13180,17660,八德區清潔隊,51,,,-1
60571,860-UA,20250224,134048,20250224,134552,楊梅區中隊,,彈簧床,4210,4650,八德區清潔隊,52,,,-1
60572,KEE-3707,20250224,134635,20250224,135627,桃園區中隊,,桃園中隊(廢傢俱),4650,5580,八德區清潔隊,53,,,-1
60573,905-S5,20250224,135328,20250224,135854,八德區清潔隊,黑包組,,5160,5630,八德區清潔隊,54,,,-1
60574,KEA-7213,20250224,135554,20250224,140312,八德區清潔隊,市場車,,8330,11540,八德區清潔隊,55,*,0000020596,-1
60575,KEA-9701,20250224,134020,20250224,140353,桃園區中隊,,巨大傢俱,20580,30100,八德區清潔隊,56,,,-1
60576,980-VM,20250224,135704,20250224,140431,八德區清潔隊,市場車,,9010,10600,八德區清潔隊,57,,0000020595,-1
60577,KED-0158,20250224,140732,20250224,141343,八德區清潔隊,,,4320,5240,八德區清潔隊,58,,0000047524,-1
60578,KEK-5997,20250224,141413,20250224,141743,八德區清潔隊,,,4390,4860,八德區清潔隊,59,,000002303,-1
60579,KEA-7113,20250224,110326,20250224,142436,八德區清潔隊,,,4350,4820,八德區清潔隊,60,*,0000047605,-1
60580,KEP-3822,20250224,142850,20250224,143319,八德區垃圾車,壓21,,7340,8140,八德區清潔隊,61,,000002078,-1
60581,KEK-3326,20250224,142454,20250224,143340,八德區清潔隊,抓斗車,,9160,10640,八德區清潔隊,62,*,0000020553,-1
60582,KEP-3821,20250224,143712,20250224,144250,八德區垃圾車,壓11,,7400,9120,八德區清潔隊,63,,000002079,-1
60583,KEA-7025,20250224,144001,20250224,144538,八德區清潔隊,,,4740,5360,八德區清潔隊,64,*,0000020540,-1
60584,851-UA,20250224,144203,20250224,144644,八德區清潔隊,,,4220,5100,八德區清潔隊,65,,000002053,-1
60585,KEA-9816,20250224,144015,20250224,144857,八德區清潔隊,,,4330,4940,八德區清潔隊,66,*,0000020730,-1
60586,KED-0158,20250224,144832,20250224,145402,八德區清潔隊,,,4310,4650,八德區清潔隊,67,*,0000047524,-1
60587,KEK-2002,20250224,145611,20250224,150249,八德區清潔隊,黑包組,,4200,4460,八德區清潔隊,68,*,0000020548,-1
60588,302-VN,20250224,151147,20250224,151944,八德區清潔隊,,,4510,5740,八德區清潔隊,69,,000002053,-1
60589,KED-0158,20250224,153521,20250224,153813,八德區清潔隊,,,4250,4440,八德區清潔隊,70,*,0000047524,-1
60590,KEP-5261,20250224,165253,20250224,165811,八德區垃圾車,壓12,,6560,9470,八德區清潔隊,71,,0000020587,-1
60591,KED-2532/預備車,20250224,173429,20250224,173935,八德區垃圾車,壓23,,5240,7920,八德區清潔隊,72,,0002756363,-1
60592,KEJ-6305,20250224,174141,20250224,174557,八德區垃圾車,壓17,,5890,8800,八德區清潔隊,73,,0000020791,-1
60593,AAH-813,20250224,174422,20250224,174855,八德區垃圾車,壓6,,9840,15090,八德區清潔隊,74,*,0000020507,-1
60594,KEP-3822,20250224,180447,20250224,180933,八德區垃圾車,壓21,,7430,11260,八德區清潔隊,75,,0000020789,-1
60595,KEG-3218,20250224,180843,20250224,181346,八德區垃圾車,壓5,,9270,13460,八德區清潔隊,76,,0000020506,-1
60596,341-VN,20250224,181050,20250224,181445,八德區垃圾車,壓13,,6970,10960,八德區清潔隊,77,,0000020513,-1
60597,165-VM/預備車,20250224,181409,20250224,181805,八德區垃圾車,,,7030,10700,八德區清潔隊,78,,0000020519,-1
60598,KEP-5256,20250224,182916,20250224,183247,八德區垃圾車,壓18,,6510,9820,八德區清潔隊,79,,000002058,-1
60599,KEE-3861,20250224,183650,20250224,184118,八德區垃圾車,壓8,,5930,9250,八德區清潔隊,80,,0000020509,-1
60600,KEU-1722,20250224,183956,20250224,184818,八德區垃圾車,,,7510,11420,八德區清潔隊,81,,0000048403,-1
60601,KEP-5261,20250224,184657,20250224,185206,八德區垃圾車,壓12,,6570,8850,八德區清潔隊,82,,0000020587,-1
60602,KEU-1720,20250224,184546,20250224,185305,八德區垃圾車,壓2,,7300,11220,八德區清潔隊,83,,0000048401,-1
60603,KEA-7212,20250224,185441,20250224,190014,八德區垃圾車,壓1,,9680,13780,八德區清潔隊,84,,0000047611,-1
60604,KEP-2602/預備車,20250224,190048,20250224,190542,八德區垃圾車,壓6,,10320,15250,八德區清潔隊,85,,0000020785,-1
60605,KED-2532/預備車,20250224,190807,20250224,191234,八德區垃圾車,壓23,,5130,7030,八德區清潔隊,86,,0002756363,-1
60606,KEJ-6305,20250224,191155,20250224,191614,八德區垃圾車,壓17,,5900,8110,八德區清潔隊,87,,0000020791,-1
60607,768-S5,20250224,193649,20250224,194208,八德區垃圾車,壓3,,9970,13760,八德區清潔隊,88,*,0000020505,-1
60608,KEP-3821,20250224,180236,20250224,195005,八德區垃圾車,壓11,,7360,7500,八德區清潔隊,89,,0000020794,-1
60609,KEP-5260,20250224,194738,20250224,195419,八德區垃圾車,壓19,,6440,9060,八德區清潔隊,90,,0000020586,-1
60610,165-VM/預備車,20250224,195024,20250224,195447,八德區垃圾車,,,7060,10480,八德區清潔隊,91,,0000020519,-1
60611,KEG-3218,20250224,195724,20250224,200219,八德區垃圾車,壓5,,9250,12880,八德區清潔隊,92,,0000020506,-1
60612,AAH-813,20250224,195756,20250224,200304,八德區垃圾車,壓6,,9860,14620,八德區清潔隊,93,,0000020507,-1
60613,KEP-5261,20250224,201206,20250224,201749,八德區垃圾車,壓12,,6550,8560,八德區清潔隊,94,,0000020587,-1
60614,KEJ-6305,20250224,201548,20250224,202013,八德區垃圾車,壓17,,5880,7410,八德區清潔隊,95,,0000020791,-1
60615,KEE-3861,20250224,201609,20250224,202129,八德區垃圾車,壓8,,5940,8910,八德區清潔隊,96,,0000020509,-1
60616,KED-2532/預備車,20250224,201848,20250224,202418,八德區垃圾車,壓23,,5200,7250,八德區清潔隊,97,,0002756363,-1
60617,KEP-3822,20250224,202255,20250224,202731,八德區垃圾車,壓21,,7470,12060,八德區清潔隊,98,,0000020789,-1
60618,KEP-5256,20250224,203400,20250224,203808,八德區垃圾車,壓18,,6510,9230,八德區清潔隊,99,,0000020585,-1
60619,KEU-1720,20250224,204629,20250224,205211,八德區垃圾車,壓2,,7380,10390,八德區清潔隊,100,,0000048401,-1
60620,KLD-5506,20250225,051542,20250225,061042,正億,,垃圾,17990,35530,八德區清潔隊,10,#,,-1
60621,LAG-219,20250225,052017,20250225,063017,正億,,垃圾,18000,36000,八德區清潔隊,102,#,,-1
60622,KLN-3132,20250225,052551,20250225,064051,正億,,垃圾,18360,37830,八德區清潔隊,103,#,,-1
60623,767-S5,20250224,193755,20250224,084855,八德區垃圾車,壓16,,9960,14950,八德區清潔隊,88,#,,-1
60624,KEK-2003,20250225,080305,20250225,080923,八德區清潔隊,定點回收,燈管-廢衣服,4270,4400,八德區清潔隊,1,,0000020549,-1
60625,AAJ-351,20250225,084143,20250225,084910,大溪區中隊,,彈簧床,8850,9510,八德區清潔隊,2,,,-1
60626,KEE-2802,20250225,083645,20250225,090309,富立達,,巨大傢俱,18220,25090,八德區清潔隊,3,,,-1
60627,703-UA,20250225,090624,20250225,091116,八德區清潔隊,,,4110,5000,八德區清潔隊,4,*,0000020532,-1
60628,893-S5,20250225,090805,20250225,091523,八德區清潔隊,,,4070,6350,八德區清潔隊,5,*,0000048408,-1
60629,953-UN,20250225,092645,20250225,093919,中壢區中隊,中壢(塑膠料),垃圾(塑膠料),19480,33900,八德區清潔隊,6,,,-1
60630,851-UA,20250225,094313,20250225,095059,八德區清潔隊,,,4180,5240,八德區清潔隊,7,,0000020534,-1
60631,KEK-2001,20250225,093827,20250225,095145,八德區清潔隊,,,4240,4980,八德區清潔隊,8,,0000020547,-1
60632,302-VN,20250225,094741,20250225,095349,八德區清潔隊,,,4490,5130,八德區清潔隊,9,,0000020535,-1
60633,030-VM,20250225,094334,20250225,095727,八德區清潔隊,抓斗車,,8030,8600,八德區清潔隊,10,*,0000020551,-1
60634,448-VM,20250225,095227,20250225,095815,八德區清潔隊,社區定點,,7140,8390,八德區清潔隊,11,,0000020589,-1
60635,KEA-7025,20250225,095259,20250225,100046,八德區清潔隊,,,4680,5040,八德區清潔隊,12,*,0000020540,-1
60636,KEG-3095,20250225,100108,20250225,100717,桃園區中隊,,桃園中隊(廢傢俱),4410,5410,八德區清潔隊,13,,,-1
60637,705-UA,20250225,100201,20250225,100752,八德區清潔隊,,,4060,4720,八德區清潔隊,14,,000002053,-1
60638,KEA-8000,20250225,095919,20250225,100945,八德區清潔隊,,,4170,4790,八德區清潔隊,15,*,0000047602,-1
60639,KEK-5997,20250225,095506,20250225,101037,八德區清潔隊,,,4280,4840,八德區清潔隊,16,,0000023031,-1
60640,KEG-3096,20250225,100240,20250225,101155,桃園區中隊,,桃園中隊(廢傢俱),4490,5070,八德區清潔隊,17,,,-1
60641,KEG-3367,20250225,101008,20250225,101340,平鎮區中隊,,彈簧床,4850,5550,八德區清潔隊,18,,,-1
60642,KED-0158,20250225,100355,20250225,101449,八德區清潔隊,,,4330,4660,八德區清潔隊,19,*,0000047524,-1
60643,KEK-3326,20250225,100858,20250225,101704,八德區清潔隊,抓斗車,,9140,10570,八德區清潔隊,20,*,0000020553,-1
60644,KEA-9797,20250225,101428,20250225,101804,中壢區中隊,,彈簧床,4290,5040,八德區清潔隊,21,,,-1
60645,KEA-9701,20250225,094249,20250225,101912,桃園區中隊,,巨大傢俱,20760,30410,八德區清潔隊,22,,,-1
60646,KEE-3253,20250225,101307,20250225,102200,新屋區中隊,,彈簧床,4360,5580,八德區清潔隊,23,,,-1
60647,681-S5,20250225,101411,20250225,102232,桃園區中隊,抓斗車,桃園中隊(廢傢俱),11230,13450,八德區清潔隊,24,,,-1
60648,KEA-9816,20250225,101054,20250225,102332,八德區清潔隊,,,4340,5000,八德區清潔隊,25,*,0000020730,-1
60649,680-S5,20250225,102851,20250225,103632,桃園區中隊,抓斗車,桃園中隊(廢傢俱),9060,11080,八德區清潔隊,26,,,-1
60650,KEP-3203,20250225,103552,20250225,103950,平鎮區中隊,,彈簧床,5200,5680,八德區清潔隊,27,,,-1
60651,KEG-3097,20250225,103720,20250225,104358,桃園區中隊,,桃園中隊(廢傢俱),4520,5670,八德區清潔隊,28,,,-1
60652,905-S5,20250225,103516,20250225,104420,八德區清潔隊,黑包組,,5210,5910,八德區清潔隊,29,,000002051,-1
60653,449-S3,20250225,104324,20250225,105152,桃園區中隊,,桃園中隊(廢傢俱),4460,5380,八德區清潔隊,30,,,-1
60654,KEE-2802,20250225,103801,20250225,110149,富立達,,巨大傢俱,18200,24670,八德區清潔隊,31,,,-1
60655,125-VN,20250225,105430,20250225,110343,桃園區中隊,抓斗車,桃園中隊(廢傢俱),8360,10650,八德區清潔隊,32,,,-1
60656,KEA-9810,20250225,110721,20250225,111519,桃園區中隊,,桃園中隊(廢傢俱),4250,5350,八德區清潔隊,33,,,-1
60657,KEQ-9210,20250225,111345,20250225,111815,中壢區中隊,,彈簧床,5020,5940,八德區清潔隊,34,,,-1
60658,680-S5,20250225,112525,20250225,113228,桃園區中隊,抓斗車,桃園中隊(廢傢俱),9050,10000,八德區清潔隊,35,,,-1
60659,KEQ-5053,20250225,112600,20250225,113600,桃園區中隊,抓斗車,桃園中隊(廢傢俱),9170,11630,八德區清潔隊,36,,,-1
60660,KEA-9807,20250225,113303,20250225,113722,桃園區中隊,,桃園中隊(廢傢俱),4340,5350,八德區清潔隊,37,,,-1
60661,KEA-9701,20250225,114538,20250225,120852,桃園區中隊,,巨大傢俱,20700,28140,八德區清潔隊,38,,,-1
60662,KEK-2002,20250225,131218,20250225,131650,八德區清潔隊,黑包組,,4190,4690,八德區清潔隊,39,*,0000020548,-1
60663,KEK-2001,20250225,133919,20250225,134210,八德區清潔隊,,,4230,4310,八德區清潔隊,40,,0000020547,-1
60664,KEE-3707,20250225,134444,20250225,135116,桃園區中隊,,桃園中隊(廢傢俱),4600,5630,八德區清潔隊,41,,,-1
60665,KEK-5997,20250225,140200,20250225,140535,八德區清潔隊,,,4390,4670,八德區清潔隊,42,,0000023031,-1
60666,KEE-2802,20250225,132412,20250225,140627,富立達,,巨大傢俱,18170,28320,八德區清潔隊,43,,,-1
60667,705-UA,20250225,140228,20250225,140647,八德區清潔隊,,,4160,4690,八德區清潔隊,44,,0000020533,-1
60668,KEA-8000,20250225,140933,20250225,141517,八德區清潔隊,,,3950,4350,八德區清潔隊,45,,0000047602,-1
60669,125-VN,20250225,140813,20250225,141919,桃園區中隊,抓斗車,桃園中隊(廢傢俱),8350,8940,八德區清潔隊,46,,,-1
60670,702-UA,20250225,141627,20250225,142051,八德區清潔隊,,,3940,5410,八德區清潔隊,47,,0000020531,-1
60671,KEA-7213,20250225,141540,20250225,142243,八德區清潔隊,市場車,,8330,12190,八德區清潔隊,48,,0000020596,-1
60672,030-VM,20250225,141715,20250225,142315,八德區清潔隊,抓斗車,,8010,8430,八德區清潔隊,49,,0000020551,-1
60673,980-VM,20250225,141650,20250225,142417,八德區清潔隊,市場車,,8980,10830,八德區清潔隊,50,,000002059,-1
60674,AAJ-350,20250225,141803,20250225,142507,八德區清潔隊,抓斗車,,8900,10160,八德區清潔隊,51,,000004760,-1
60675,KEA-9816,20250225,141959,20250225,142714,八德區清潔隊,,,4330,4570,八德區清潔隊,52,,0000020730,-1
60676,KEA-9701,20250225,134703,20250225,142829,桃園區中隊,,巨大傢俱,20680,29890,八德區清潔隊,53,,,-1
60677,KED-0158,20250225,141942,20250225,142849,八德區清潔隊,,,4330,4930,八德區清潔隊,54,,0000047524,-1
60678,302-VN,20250225,142028,20250225,143001,八德區清潔隊,,,4490,4780,八德區清潔隊,55,,0000020535,-1
60679,KEP-3822,20250225,142336,20250225,143043,八德區垃圾車,壓21,,7400,7810,八德區清潔隊,56,,0000020789,-1
60680,KEA-7025,20250225,143227,20250225,143931,八德區清潔隊,,,4680,5050,八德區清潔隊,57,,0000020540,-1
60681,AAH-813,20250225,144937,20250225,145346,八德區垃圾車,壓6,,9830,10470,八德區清潔隊,58,,0000020507,-1
60682,KEA-7113,20250224,142949,20250225,150737,八德區清潔隊,,,4310,4370,八德區清潔隊,59,,0000047605,-1
60683,KEK-3326,20250225,150437,20250225,150806,八德區清潔隊,抓斗車,,9130,10600,八德區清潔隊,60,*,0000020553,-1
60684,720-S3,20250225,145420,20250225,151549,達清,,非允收物,13130,18380,八德區清潔隊,61,,,-1
60685,KEK-2002,20250225,155129,20250225,155744,八德區清潔隊,黑包組,,4190,4870,八德區清潔隊,62,,0000020548,-1
60686,KEP-5261,20250225,165237,20250225,165744,八德區垃圾車,壓12,,6550,8570,八德區清潔隊,63,,0000020587,-1
60687,KES-5103,20250225,172647,20250225,173101,八德區垃圾車,壓23,,5210,6780,八德區清潔隊,64,,0000020793,-1
60688,KEP-3821,20250225,175258,20250225,175800,八德區垃圾車,壓11,,7360,10300,八德區清潔隊,65,,0000020794,-1
60689,KEJ-6305,20250225,175623,20250225,180043,八德區垃圾車,壓17,,5930,8070,八德區清潔隊,66,,0000020791,-1
60690,KEG-3218,20250225,180317,20250225,180824,八德區垃圾車,壓5,,9350,12100,八德區清潔隊,67,,0000020506,-1
60691,KEP-3822,20250225,180502,20250225,181105,八德區垃圾車,壓21,,7500,9920,八德區清潔隊,68,,0000020789,-1
60692,341-VN,20250225,181048,20250225,181422,八德區垃圾車,壓13,,7040,10000,八德區清潔隊,69,,0000020513,-1
60693,165-VM/預備車,20250225,181126,20250225,181524,八德區垃圾車,,,7020,9370,八德區清潔隊,70,,0000020519,-1
60694,KEE-3861,20250225,183340,20250225,183813,八德區垃圾車,壓8,,5920,8170,八德區清潔隊,71,,0000020509,-1
60695,KEP-3821,20250225,193740,20250225,194250,八德區垃圾車,壓11,,7440,9390,八德區清潔隊,72,,0000020794,-1
60696,KEJ-6305,20250225,193820,20250225,194310,八德區垃圾車,壓17,,5930,7700,八德區清潔隊,73,,0000020791,-1
60697,768-S5,20250225,193909,20250225,194455,八德區垃圾車,壓3,,9950,12810,八德區清潔隊,74,,0000020505,-1
60698,165-VM/預備車,20250225,194928,20250225,195303,八德區垃圾車,,,7020,9370,八德區清潔隊,75,,0000020519,-1
60699,AAH-813,20250225,195120,20250225,195606,八德區垃圾車,壓6,,9830,15860,八德區清潔隊,76,*,0000020507,-1
60700,KEE-3861,20250225,200954,20250225,201413,八德區垃圾車,壓8,,5920,8030,八德區清潔隊,77,,0000020509,-1
60701,KEP-5261,20250225,201156,20250225,201754,八德區垃圾車,壓12,,6600,9340,八德區清潔隊,78,,0000020587,-1
60702,KEP-5256,20250225,201701,20250225,202111,八德區垃圾車,壓18,,6490,9910,八德區清潔隊,79,,0000020585,-1
60703,KEP-3822,20250225,201812,20250225,202234,八德區垃圾車,壓21,,7370,10310,八德區清潔隊,80,,0000020789,-1
60704,KES-5103,20250225,201828,20250225,202356,八德區垃圾車,壓23,,5240,7540,八德區清潔隊,81,,0000020793,-1
60705,KEU-1720,20250225,204849,20250225,205402,八德區垃圾車,壓2,,7280,12000,八德區清潔隊,82,,0000048401,-1
60706,341-VN,20250225,201031,20250225,202031,八德區垃圾車,壓13,,7040,10500,八德區清潔隊,77,#,,-1
60707,AAJ-351,20250226,084131,20250226,084855,大溪區中隊,,彈簧床,9030,9620,八德區清潔隊,1,,,-1
60708,KEK-2001,20250226,090525,20250226,091035,八德區清潔隊,,,4240,4670,八德區清潔隊,2,,0000020547,-1
60709,KEG-3126,20250226,091336,20250226,092126,楊梅區中隊,,彈簧床,9010,10420,八德區清潔隊,3,,,-1
60710,703-UA,20250226,091913,20250226,092301,八德區清潔隊,,,4130,4180,八德區清潔隊,4,,0000020532,-1
60711,KEA-9816,20250226,092007,20250226,092545,八德區清潔隊,,,4300,4860,八德區清潔隊,5,,0000020730,-1
60712,KEA-8000,20250226,092601,20250226,093103,八德區清潔隊,,,4050,4310,八德區清潔隊,6,,0000047602,-1
60713,KEK-3326,20250226,092950,20250226,093324,八德區清潔隊,抓斗車,,9130,11240,八德區清潔隊,7,,0000020553,-1
60714,125-VN,20250226,092926,20250226,093542,桃園區中隊,抓斗車,桃園中隊(廢傢俱),8290,9520,八德區清潔隊,8,,,-1
60715,745-VN,20250226,093932,20250226,094307,楊梅區中隊,,彈簧床,4570,5070,八德區清潔隊,9,,,-1
60716,KEA-7113,20250226,093946,20250226,094445,八德區清潔隊,,,4260,4560,八德區清潔隊,10,,0000047605,-1
60717,KEG-3367,20250226,095822,20250226,100152,平鎮區中隊,,彈簧床,4830,5280,八德區清潔隊,11,,,-1
60718,KED-0152,20250226,095836,20250226,100308,蘆竹區中隊,,彈簧床,4000,4610,八德區清潔隊,12,,,-1
60719,AAJ-351,20250226,100335,20250226,100939,大溪區中隊,,彈簧床,8940,9570,八德區清潔隊,13,,,-1
60720,KEA-9701,20250226,095401,20250226,101645,桃園區中隊,,巨大傢俱,20600,28600,八德區清潔隊,14,,,-1
60721,KEG-3095,20250226,100810,20250226,101704,桃園區中隊,,桃園中隊(廢傢俱),4410,5440,八德區清潔隊,15,,,-1
60722,KEG-3096,20250226,101317,20250226,101800,桃園區中隊,,桃園中隊(廢傢俱),4540,5240,八德區清潔隊,16,,,-1
60723,KES-5991,20250226,101529,20250226,102220,蘆竹區中隊,抓斗車,彈簧床,9710,11030,八德區清潔隊,17,,,-1
60724,707-VM,20250226,102604,20250226,103505,八德區清潔隊,,,4130,4160,八德區清潔隊,18,,0000020537,-1
60725,693-UA,20250226,103220,20250226,103547,中壢區中隊,,彈簧床,4250,5280,八德區清潔隊,19,,,-1
60726,449-S3,20250226,104747,20250226,105543,桃園區中隊,,桃園中隊(廢傢俱),4530,5180,八德區清潔隊,20,,,-1
60727,KEP-3203,20250226,105003,20250226,105806,平鎮區中隊,,彈簧床,5230,5730,八德區清潔隊,21,,,-1
60728,KEE-1716,20250226,105735,20250226,110335,桃園區中隊,,桃園中隊(廢傢俱),4520,5260,八德區清潔隊,22,,,-1
60729,KEG-3097,20250226,110756,20250226,111452,桃園區中隊,,桃園中隊(廢傢俱),4580,5670,八德區清潔隊,23,,,-1
60730,KEA-9810,20250226,111210,20250226,111747,桃園區中隊,,桃園中隊(廢傢俱),4240,5730,八德區清潔隊,24,,,-1
60731,125-VN,20250226,111338,20250226,111953,桃園區中隊,抓斗車,桃園中隊(廢傢俱),8280,9350,八德區清潔隊,25,,,-1
60732,KED-0005,20250226,112319,20250226,113401,達清,,非允收物,13260,19230,八德區清潔隊,26,,,-1
60733,KEQ-5053,20250226,112625,20250226,113430,桃園區中隊,抓斗車,桃園中隊(廢傢俱),9140,12500,八德區清潔隊,27,,,-1
60734,680-S5,20250226,113303,20250226,114313,桃園區中隊,抓斗車,桃園中隊(廢傢俱),9010,11870,八德區清潔隊,28,,,-1
60735,KEA-9807,20250226,115136,20250226,115627,桃園區中隊,,桃園中隊(廢傢俱),4320,5440,八德區清潔隊,29,,,-1
60736,KEA-9701,20250226,114919,20250226,120645,桃園區中隊,,巨大傢俱,19640,28520,八德區清潔隊,30,,,-1
60737,AAJ-350,20250226,124715,20250226,125008,八德區清潔隊,抓斗車,,8930,10520,八德區清潔隊,31,,0000047601,-1
60738,746-VN,20250226,130450,20250226,130828,楊梅區中隊,,彈簧床,4530,5150,八德區清潔隊,32,,,-1
60739,KEQ-9663,20250226,130903,20250226,131817,大園區中隊,,彈簧床,6640,8260,八德區清潔隊,33,,,-1
60740,KEE-3707,20250226,134147,20250226,134551,桃園區中隊,,桃園中隊(廢傢俱),4590,5010,八德區清潔隊,34,,,-1
60741,AAJ-350,20250226,134431,20250226,134754,八德區清潔隊,抓斗車,,8880,9380,八德區清潔隊,35,,0000047601,-1
60742,KEA-9701,20250226,133902,20250226,140236,桃園區中隊,,巨大傢俱,20610,28730,八德區清潔隊,36,,,-1
60743,KEK-5997,20250226,140032,20250226,140539,八德區清潔隊,,,4310,4510,八德區清潔隊,37,,0000023031,-1
